Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,sub_date,is_chat,has_license,_k,match_conf,matched,c4_model,c4_params_B,c4_compute_FLOP,c4_data,c4_open,c4_access,c4_pubdate,c4_org
hongbai12/li-0.4-pre,14.77,2025-03-05,,🤝 base merges and moerges,36.4926,51.9973,46.7255,49.2447,9.73154,16.6461,44.6107,2025-03-05,False,False,hongbai12li04pre,none,False,,,,,,,,
hotmailuser/Deepseek-qwen-modelstock-2B,1.777,2025-01-26,mit,🤝 base merges and moerges,13.7345,21.4874,10.0202,33.9879,4.02685,2.76563,10.1193,2025-01-26,False,True,hotmailuserdeepseekqwenmodelstock2b,none,False,,,,,,,,
hotmailuser/Falcon3Slerp1-10B,10.306,2024-12-23,other,🤝 base merges and moerges,31.7767,56.9407,44.744,25.9819,12.528,12.6701,37.7955,2024-12-23,False,True,hotmailuserfalcon3slerp110b,none,False,,,,,,,,
hotmailuser/Falcon3Slerp2-10B,10.306,2024-12-23,other,🤝 base merges and moerges,31.3086,61.1797,44.5424,23.1873,11.745,9.76198,37.4354,2024-12-23,False,True,hotmailuserfalcon3slerp210b,none,False,,,,,,,,
hotmailuser/Falcon3Slerp4-10B,10.306,2024-12-23,other,🤝 base merges and moerges,30.7175,60.7225,43.7587,22.8852,10.5145,8.78542,37.6385,2024-12-23,False,True,hotmailuserfalcon3slerp410b,none,False,,,,,,,,
hotmailuser/FalconSlerp-3B,3.228,2025-01-08,apache-2.0,🤝 base merges and moerges,22.4727,56.9457,24.394,17.5982,5.03356,8.99922,21.8658,2025-01-08,False,True,hotmailuserfalconslerp3b,none,False,,,,,,,,
hotmailuser/FalconSlerp1-7B,7.456,2024-12-23,other,🤝 base merges and moerges,28.6812,53.9456,35.0431,23.7915,9.28412,15.2562,34.7665,2024-12-23,False,True,hotmailuserfalconslerp17b,none,False,,,,,,,,
hotmailuser/FalconSlerp2-7B,7.456,2024-12-23,other,🤝 base merges and moerges,31.2869,61.6043,36.8174,29.8338,9.28412,15.2857,34.8958,2024-12-23,False,True,hotmailuserfalconslerp27b,none,False,,,,,,,,
hotmailuser/FalconSlerp3-10B,10.306,2024-12-23,other,🤝 base merges and moerges,30.4151,60.0156,42.8186,22.7341,11.4094,8.58542,36.9275,2024-12-23,False,True,hotmailuserfalconslerp310b,none,False,,,,,,,,
hotmailuser/FalconSlerp3-7B,7.456,2024-12-23,other,🤝 base merges and moerges,31.5315,60.9624,36.834,31.571,9.17226,15.9013,34.7481,2024-12-23,False,True,hotmailuserfalconslerp37b,none,False,,,,,,,,
hotmailuser/FalconSlerp4-7B,7.456,2025-01-08,,🤝 base merges and moerges,30.5123,62.8458,36.4681,22.1299,10.962,16.9818,33.6861,2025-01-08,False,False,hotmailuserfalconslerp47b,none,False,,,,,,,,
hotmailuser/FalconSlerp6-7B,7.456,2025-01-26,other,🤝 base merges and moerges,28.7952,60.2654,34.4783,20.4683,9.0604,15.219,33.2798,2025-01-26,False,True,hotmailuserfalconslerp67b,none,False,,,,,,,,
hotmailuser/Gemma2Crono-27B,27.227,2024-12-02,apache-2.0,🤝 base merges and moerges,36.2887,70.8616,50.1034,24.2447,16.1074,16.0526,40.3627,2024-12-02,False,True,hotmailusergemma2crono27b,none,False,,,,,,,,
hotmailuser/Gemma2SimPO-27B,27.227,2024-12-01,,🤝 base merges and moerges,36.4328,72.223,49.1592,28.1722,14.4295,14.1487,40.4643,2024-12-01,False,False,hotmailusergemma2simpo27b,none,False,,,,,,,,
hotmailuser/Gemma2atlas-27B,27.227,2024-12-01,apache-2.0,🤝 base merges and moerges,35.8096,72.1356,50.7133,21.4502,14.094,14.7997,41.6648,2024-12-01,False,True,hotmailusergemma2atlas27b,none,False,,,,,,,,
hotmailuser/Gemma2magnum-27b,27.227,2024-12-02,,🤝 base merges and moerges,32.4672,50.506,46.1011,22.0544,18.0089,18.1763,39.9564,2024-12-02,False,False,hotmailusergemma2magnum27b,none,False,,,,,,,,
hotmailuser/Llama-Hermes-slerp-8B,8.03,2024-12-23,apache-2.0,🤝 base merges and moerges,19.5964,33.9047,33.3093,8.00604,5.81655,10.6406,25.9013,2024-12-23,False,True,hotmailuserllamahermesslerp8b,none,False,,,,,,,,
hotmailuser/Llama-Hermes-slerp2-8B,8.03,2024-12-23,apache-2.0,🤝 base merges and moerges,20.6113,37.2844,32.316,9.7432,6.15213,11.7349,26.4369,2024-12-23,False,True,hotmailuserllamahermesslerp28b,none,False,,,,,,,,
hotmailuser/LlamaStock-8B,8.03,2025-01-08,apache-2.0,🤝 base merges and moerges,24.412,42.4951,33.0911,16.994,10.2908,12.4172,31.1835,2025-01-08,False,True,hotmailuserllamastock8b,none,False,,,,,,,,
hotmailuser/Mistral-modelstock-24B,23.572,2025-02-13,apache-2.0,🤝 base merges and moerges,29.7255,34.2419,48.7128,13.0665,21.3647,15.7469,45.2202,2025-02-13,False,True,hotmailusermistralmodelstock24b,none,False,,,,,,,,
hotmailuser/Mistral-modelstock2-24B,23.572,2025-02-13,apache-2.0,🤝 base merges and moerges,33.8148,43.1845,52.3872,24.0181,19.0157,16.3018,47.9813,2025-02-13,False,True,hotmailusermistralmodelstock224b,none,False,,,,,,,,
hotmailuser/Phi4-Slerp4-14B,14.66,2025-01-26,,🤝 base merges and moerges,30.881,6.29485,52.7603,34.7432,19.5749,24.3841,47.5288,2025-01-26,False,False,hotmailuserphi4slerp414b,none,False,,,,,,,,
hotmailuser/Qwen2.5-HomerSlerp-7B,7.616,2024-12-07,apache-2.0,🤝 base merges and moerges,29.4326,44.8781,37.4041,33.1571,8.50112,13.225,39.43,2024-12-07,False,True,hotmailuserqwen25homerslerp7b,none,False,,,,,,,,
hotmailuser/QwenModelStock-1.8B,1.777,2025-01-08,apache-2.0,🤝 base merges and moerges,16.6652,32.6308,17.7242,9.89426,4.9217,13.0563,21.7642,2025-01-08,False,True,hotmailuserqwenmodelstock18b,none,False,,,,,,,,
hotmailuser/QwenSlerp-14B,14.766,2025-01-08,apache-2.0,🤝 base merges and moerges,40.3499,70.2472,49.4219,38.3686,18.3445,16.831,48.8863,2025-01-08,False,True,hotmailuserqwenslerp14b,none,False,,,,,,,,
hotmailuser/QwenSlerp-3B,3.397,2025-01-08,apache-2.0,🤝 base merges and moerges,24.5111,43.3369,28.2893,27.4924,5.92841,12.0917,29.9276,2025-01-08,False,True,hotmailuserqwenslerp3b,none,False,,,,,,,,
hotmailuser/QwenSlerp-7B,7.616,2024-12-23,apache-2.0,🤝 base merges and moerges,30.0867,46.7291,37.6193,34.4411,9.0604,13.6839,38.9868,2024-12-23,False,True,hotmailuserqwenslerp7b,none,False,,,,,,,,
hotmailuser/QwenSlerp2-14B,14.766,2025-01-08,apache-2.0,🤝 base merges and moerges,40.8596,70.3671,49.6843,39.6526,17.4497,19.3487,48.6554,2025-01-08,False,True,hotmailuserqwenslerp214b,none,False,,,,,,,,
hotmailuser/QwenSlerp2-3B,3.397,2025-01-08,apache-2.0,🤝 base merges and moerges,24.0343,42.8049,26.9013,26.0574,6.26398,11.7151,30.4632,2025-01-08,False,True,hotmailuserqwenslerp23b,none,False,,,,,,,,
hotmailuser/QwenSlerp3-14B,14.766,2025-01-08,apache-2.0,🤝 base merges and moerges,39.7916,66.3229,46.5002,43.0514,15.5481,19.9643,47.3626,2025-01-08,False,True,hotmailuserqwenslerp314b,none,False,,,,,,,,
hotmailuser/QwenSparse-7B,7.616,2025-01-08,apache-2.0,🤝 base merges and moerges,3.47719,10.8586,1.88718,1.0574,1.34228,4.36198,1.35564,2025-01-08,False,True,hotmailuserqwensparse7b,none,False,,,,,,,,
hotmailuser/QwenStock-0.5B,0.63,2025-01-08,apache-2.0,🤝 base merges and moerges,5.09319,20.4907,2.34704,0,1.34228,4.52474,1.85431,2025-01-08,False,True,hotmailuserqwenstock05b,none,False,,,,,,,,
hotmailuser/QwenStock-1.7B,1.777,2025-01-08,apache-2.0,🤝 base merges and moerges,16.7593,32.1412,17.7407,9.96979,5.03356,13.9523,21.718,2025-01-08,False,True,hotmailuserqwenstock17b,none,False,,,,,,,,
hotmailuser/QwenStock1-14B,14.766,2025-01-08,apache-2.0,🤝 base merges and moerges,39.9989,66.9324,49.5624,37.0091,18.1208,19.2977,49.071,2025-01-08,False,True,hotmailuserqwenstock114b,none,False,,,,,,,,
hotmailuser/RombosBeagle-v2beta-MGS-32B,32.764,2024-12-23,apache-2.0,🤝 base merges and moerges,42.6561,51.5676,58.1179,49.9245,17.3378,24.4604,54.5287,2024-12-23,False,True,hotmailuserrombosbeaglev2betamgs32b,none,False,,,,,,,,
huggyllama/llama-13b,13.016,2024-07-04,other,🔶 fine-tuned on domain-specific datasets,9.39218,24.1053,16.1457,2.03927,0.671141,2.81068,10.581,2024-07-04,False,True,huggyllamallama13b,high,True,LLaMA-13B,13,7.8e+22,1e+12,Yes,Open weights (non-commercial),2023-02-27,Meta AI
huggyllama/llama-65b,65.286,2024-06-26,other,🟢 pretrained,13.688,25.2593,25.2543,3.09668,3.46756,1.96562,23.0847,2024-06-26,False,True,huggyllamallama65b,high,True,LLaMA-65B,65.2,5.5e+23,1.4e+12,Yes,Open weights (non-commercial),2023-02-24,Meta AI
huggyllama/llama-7b,6.738,2024-07-04,other,🔶 fine-tuned on domain-specific datasets,6.415,25.0095,7.07666,0.830816,0.33557,1.75781,3.47961,2024-07-04,False,True,huggyllamallama7b,high,True,LLaMA-7B,6.7,4e+22,1e+12,Yes,Open weights (non-commercial),2023-02-24,Meta AI
huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2,14.77,2025-01-29,,🔶 fine-tuned on domain-specific datasets,17.525,42.1129,8.72537,22.0544,3.46756,18.6245,10.1655,2025-01-29,False,False,huihuiaideepseekr1distillqwen14babliteratedv2,medium,True,DeepSeek-R1-Distill-Qwen-14B,14.8,,2.4e+10,Yes,Open weights (unrestricted),2025-01-22,DeepSeek
huihui-ai/QwQ-32B-Coder-Fusion-7030,32.764,2025-01-03,apache-2.0,🤝 base merges and moerges,26.7197,38.6508,44.9566,27.9456,4.58613,6.76198,37.4169,2025-01-03,False,True,huihuiaiqwq32bcoderfusion7030,medium,True,QwQ-32B,32.5,3.51e+24,,Yes,Open weights (unrestricted),2025-03-06,Alibaba
huihui-ai/QwQ-32B-Coder-Fusion-8020,32.764,2025-01-03,apache-2.0,🤝 base merges and moerges,38.8104,60.2055,51.7926,45.9215,13.9821,12.4346,48.5262,2025-01-03,False,True,huihuiaiqwq32bcoderfusion8020,medium,True,QwQ-32B,32.5,3.51e+24,,Yes,Open weights (unrestricted),2025-03-06,Alibaba
huihui-ai/QwQ-32B-Coder-Fusion-9010,32.764,2024-12-07,apache-2.0,🤝 base merges and moerges,41.5819,57.7825,53.0234,53.1722,14.877,19.5247,51.1118,2024-12-07,False,True,huihuiaiqwq32bcoderfusion9010,medium,True,QwQ-32B,32.5,3.51e+24,,Yes,Open weights (unrestricted),2025-03-06,Alibaba
huihui-ai/Qwen2.5-14B-Instruct-abliterated-v2,14.77,2024-12-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,41.7481,83.2764,47.4062,53.0211,11.1857,11.5794,44.0197,2024-12-07,False,True,huihuiaiqwen2514binstructabliteratedv2,medium,True,Qwen2.5-14B,14.7,1.5876e+24,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
huihui-ai/Qwen2.5-72B-Instruct-abliterated,72.706,2024-12-07,other,🔶 fine-tuned on domain-specific datasets,48.1065,85.9267,60.4879,60.1208,19.3512,12.3422,50.41,2024-12-07,False,True,huihuiaiqwen2572binstructabliterated,medium,True,Qwen2.5-72B,72.7,7.8e+24,1.8e+13,Yes,Open weights (unrestricted),2024-09-19,Alibaba
huihui-ai/Qwen2.5-7B-Instruct-abliterated,7.616,2024-09-24,apache-2.0,🔶 fine-tuned on domain-specific datasets,34.2759,75.4603,32.8867,45.7704,8.72483,7.48333,35.3299,2024-09-24,False,True,huihuiaiqwen257binstructabliterated,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
huihui-ai/Qwen2.5-7B-Instruct-abliterated-v2,7.616,2024-09-24,apache-2.0,🔶 fine-tuned on domain-specific datasets,34.729,76.0648,34.3696,46.3746,7.82998,8.09115,35.6438,2024-09-24,False,True,huihuiaiqwen257binstructabliteratedv2,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
huu-ontocord/wide_3b_orpo_stage1.1-ss1-orpo3,3.759,2025-03-03,,🟢 pretrained,4.27138,15.0527,2.62586,0.981873,1.11857,4.02266,1.82661,2025-03-03,False,False,huuontocordwide3borpostage11ss1orpo3,none,False,,,,,,,,
iFaz/llama31_8B_en_emo_v4,4.777,2025-02-28,,🔶 fine-tuned on domain-specific datasets,17.1536,30.425,27.9312,8.83686,6.26398,6.70313,22.7615,2025-02-28,False,False,ifazllama318benemov4,none,False,,,,,,,,
iFaz/llama32_1B_en_emo_v1,0.765,2025-01-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,10.9348,44.0838,7.28105,3.77644,0,2.01068,8.45708,2025-01-14,False,True,ifazllama321benemov1,none,False,,,,,,,,
iFaz/llama32_3B_en_emo_1000_stp,1.848,2025-03-08,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.6486,72.9524,23.1115,14.6526,3.69128,3.89115,23.5926,2025-03-08,False,True,ifazllama323benemo1000stp,none,False,,,,,,,,
iFaz/llama32_3B_en_emo_2000_stp,1.848,2025-03-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.9116,73.6868,23.4161,15.3323,4.47427,3.25391,23.3064,2025-03-07,False,True,ifazllama323benemo2000stp,none,False,,,,,,,,
iFaz/llama32_3B_en_emo_300_stp,1.848,2025-03-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.752,72.5553,22.9398,16.0121,3.24385,3.89115,23.8697,2025-03-07,False,True,ifazllama323benemo300stp,none,False,,,,,,,,
iFaz/llama32_3B_en_emo_5000_stp,1.848,2025-03-08,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.2228,71.004,23.4623,12.9154,3.91499,5.07552,22.9647,2025-03-08,False,True,ifazllama323benemo5000stp,none,False,,,,,,,,
iFaz/llama32_3B_en_emo_v2,1.848,2024-12-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,19.3032,54.5402,19.0292,10.8761,2.34899,6.76198,22.2629,2024-12-26,False,True,ifazllama323benemov2,none,False,,,,,,,,
iFaz/llama32_3B_en_emo_v3,1.848,2025-02-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,18.2636,57.5926,20.0971,6.79758,2.34899,3.74219,19.003,2025-02-28,False,True,ifazllama323benemov3,none,False,,,,,,,,
iRyanBell/ARC1,8.03,2024-06-26,llama3,🔶 fine-tuned on domain-specific datasets,19.6617,44.1113,26.5645,6.87311,5.92841,8.14818,26.3446,2024-06-26,False,True,iryanbellarc1,none,False,,,,,,,,
iRyanBell/ARC1-II,8.03,2024-06-26,llama3,🔶 fine-tuned on domain-specific datasets,9.55943,17.0836,7.24623,2.19033,2.90828,20.3115,7.61673,2024-06-26,False,True,iryanbellarc1ii,none,False,,,,,,,,
ibivibiv/colossus_120b,117.749,2024-06-27,apache-2.0,🔶 fine-tuned on domain-specific datasets,25.4152,42.7599,44.0715,5.66465,7.82998,19.2641,32.9012,2024-06-27,False,True,ibivibivcolossus120b,none,False,,,,,,,,
ibivibiv/multimaster-7b-v6,35.428,2024-06-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.0898,44.7308,32.4013,5.58912,7.15884,13.3799,23.2787,2024-06-28,False,True,ibivibivmultimaster7bv6,none,False,,,,,,,,
ibm/PowerLM-3b,3.512,2025-01-07,apache-2.0,🟢 pretrained,11.5241,33.2128,12.0221,3.62538,3.3557,5.63646,11.2921,2025-01-07,False,True,ibmpowerlm3b,none,False,,,,,,,,
ibm/merlinite-7b,7.242,2024-06-09,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",16.751,24.987,29.9772,2.41692,6.26398,13.8779,22.9832,2024-06-09,True,True,ibmmerlinite7b,none,False,,,,,,,,
ibm-granite/granite-3.0-1b-a400m-base,1.335,,apache-2.0,🟢 pretrained,6.03079,24.0403,6.05501,2.6435,0,1.75781,1.68809,,False,True,ibmgranitegranite301ba400mbase,none,False,,,,,,,,
ibm-granite/granite-3.0-1b-a400m-instruct,1.335,,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.06923,33.3152,5.45322,2.79456,1.45414,2.68516,2.71314,,True,True,ibmgranitegranite301ba400minstruct,none,False,,,,,,,,
ibm-granite/granite-3.0-2b-base,2.634,,apache-2.0,🟢 pretrained,14.0958,38.7382,17.5637,5.43807,4.02685,3.46172,15.3461,,False,True,ibmgranitegranite302bbase,low,True,Granite 3.0 2B,2.5,1.8e+23,1.2e+13,Yes,Open weights (unrestricted),2024-10-21,IBM
ibm-granite/granite-3.0-2b-instruct,2.634,,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",18.3961,51.3977,21.7379,9.2145,6.59955,1.26953,20.1574,,True,True,ibmgranitegranite302binstruct,low,True,Granite 3.0 2B,2.5,1.8e+23,1.2e+13,Yes,Open weights (unrestricted),2024-10-21,IBM
ibm-granite/granite-3.0-3b-a800m-base,3.374,,apache-2.0,🟢 pretrained,9.48984,27.3226,11.3484,4.83384,0.223714,3.31276,9.89768,,False,True,ibmgranitegranite303ba800mbase,none,False,,,,,,,,
ibm-granite/granite-3.0-3b-a800m-instruct,3.374,2024-10-20,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",13.6981,42.9822,13.163,7.02417,4.1387,2.08333,12.7974,2024-10-20,True,True,ibmgranitegranite303ba800minstruct,none,False,,,,,,,,
ibm-granite/granite-3.0-8b-base,8.171,2024-10-20,apache-2.0,🟢 pretrained,21.6909,45.8348,27.9744,10.1208,10.0671,10.4503,25.6981,2024-10-20,False,True,ibmgranitegranite308bbase,medium,True,Granite 3.0 8B,8.1,5.832e+23,1.2e+13,Yes,Open weights (unrestricted),2024-10-21,IBM
ibm-granite/granite-3.0-8b-instruct,8.171,2024-10-20,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",24.0277,53.0963,31.5882,14.1994,10.962,7.02448,27.2957,2024-10-20,True,True,ibmgranitegranite308binstruct,medium,True,Granite 3.0 8B,8.1,5.832e+23,1.2e+13,Yes,Open weights (unrestricted),2024-10-21,IBM
ibm-granite/granite-3.1-1b-a400m-base,1.335,2024-12-16,apache-2.0,🟢 pretrained,6.31239,25.1944,6.42985,2.71903,0.223714,1.75781,1.54957,2024-12-16,False,True,ibmgranitegranite311ba400mbase,none,False,,,,,,,,
ibm-granite/granite-3.1-1b-a400m-instruct,1.335,2024-12-16,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",10.1273,46.864,6.17818,4.53172,0,0.78125,2.40839,2024-12-16,True,True,ibmgranitegranite311ba400minstruct,none,False,,,,,,,,
ibm-granite/granite-3.1-2b-base,2.534,2024-12-16,apache-2.0,🟢 pretrained,13.2028,35.2161,16.8437,5.66465,3.69128,3.90495,13.8963,2024-12-16,False,True,ibmgranitegranite312bbase,medium,True,Granite 3.1 2B,2.5,1.8e+23,1.2e+13,Yes,Open weights (unrestricted),2024-12-18,IBM
ibm-granite/granite-3.1-2b-instruct,2.534,2024-12-16,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",21.7122,62.8558,21.823,15.2568,5.25727,4.86771,20.2128,2024-12-16,True,True,ibmgranitegranite312binstruct,medium,True,Granite 3.1 2B,2.5,1.8e+23,1.2e+13,Yes,Open weights (unrestricted),2024-12-18,IBM
ibm-granite/granite-3.1-3b-a800m-base,3.299,2024-12-16,apache-2.0,🟢 pretrained,10.0011,29.9629,11.9056,4.53172,3.69128,1.10677,8.80799,2024-12-16,False,True,ibmgranitegranite313ba800mbase,none,False,,,,,,,,
ibm-granite/granite-3.1-3b-a800m-instruct,3.299,2024-12-16,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",17.2777,55.1646,16.6872,11.4048,5.14541,2.51276,12.7512,2024-12-16,True,True,ibmgranitegranite313ba800minstruct,none,False,,,,,,,,
ibm-granite/granite-3.1-8b-base,8.171,2024-12-16,apache-2.0,🟢 pretrained,20.0572,42.2103,26.0196,9.44109,9.50783,8.36198,24.8024,2024-12-16,False,True,ibmgranitegranite318bbase,medium,True,Granite 3.1 8B,8.1,5.832e+23,1.2e+13,Yes,Open weights (unrestricted),2024-12-18,IBM
ibm-granite/granite-3.1-8b-instruct,8.171,2024-12-16,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",30.603,72.0756,34.0897,21.9789,8.2774,19.0052,28.1915,2024-12-16,True,True,ibmgranitegranite318binstruct,medium,True,Granite 3.1 8B,8.1,5.832e+23,1.2e+13,Yes,Open weights (unrestricted),2024-12-18,IBM
ibm-granite/granite-3.2-2b-instruct,2.534,2025-02-28,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",21.2501,61.5169,21.6683,14.426,5.36913,4.70495,19.8157,2025-02-28,True,True,ibmgranitegranite322binstruct,medium,True,Granite 3.2 2B ,2.53,,,Yes,Open weights (unrestricted),2025-02-26,IBM
ibm-granite/granite-3.2-8b-instruct,8.171,2025-02-28,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",30.7704,72.7451,34.6554,23.7915,8.72483,16.7914,27.9145,2025-02-28,True,True,ibmgranitegranite328binstruct,medium,True,Granite 3.2 8B,8,,,Yes,Open weights (unrestricted),2025-02-26,IBM
ibm-granite/granite-7b-base,6.738,2024-06-12,apache-2.0,🟢 pretrained,7.9087,24.1427,9.0508,1.5861,0,3.40286,9.26973,2024-06-12,False,True,ibmgranitegranite7bbase,none,False,,,,,,,,
ibm-granite/granite-7b-instruct,6.738,2024-10-02,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",12.035,29.7231,12.6393,2.03927,4.69799,8.81667,14.2934,2024-10-02,True,True,ibmgranitegranite7binstruct,none,False,,,,,,,,
icefog72/Ice0.15-02.10-RP,7.242,2024-10-02,cc-by-nc-4.0,🤝 base merges and moerges,21.4913,53.4336,30.1301,5.74018,3.69128,12.9974,22.9555,2024-10-02,False,True,icefog72ice0150210rp,none,False,,,,,,,,
icefog72/Ice0.16-02.10-RP,7.242,2024-10-02,cc-by-nc-4.0,🤝 base merges and moerges,21.0764,50.6908,29.5823,5.89124,3.91499,13.4052,22.9739,2024-10-02,False,True,icefog72ice0160210rp,none,False,,,,,,,,
icefog72/Ice0.17-03.10-RP,7.242,2024-10-03,cc-by-nc-4.0,🤝 base merges and moerges,21.4144,51.2354,30.3763,6.11782,4.25056,13.3385,23.1678,2024-10-03,False,True,icefog72ice0170310rp,none,False,,,,,,,,
icefog72/Ice0.27-06.11-RP,7.242,2024-11-06,,🤝 base merges and moerges,21.8313,49.1821,31.3648,5.66465,8.2774,12.5643,23.9343,2024-11-06,False,False,icefog72ice0270611rp,none,False,,,,,,,,
icefog72/Ice0.29-06.11-RP,7.242,2024-11-06,,🤝 base merges and moerges,21.7162,48.605,31.3595,5.66465,7.04698,14.3703,23.251,2024-11-06,False,False,icefog72ice0290611rp,none,False,,,,,,,,
icefog72/Ice0.31-08.11-RP,7.242,2024-11-08,cc-by-nc-4.0,🤝 base merges and moerges,21.8869,51.4577,30.4603,6.11782,7.71812,11.8917,23.6758,2024-11-08,False,True,icefog72ice0310811rp,none,False,,,,,,,,
icefog72/Ice0.32-10.11-RP,7.242,2024-11-11,cc-by-nc-4.0,🤝 base merges and moerges,21.6348,49.1546,30.4309,5.13595,8.2774,13.476,23.3341,2024-11-11,False,True,icefog72ice0321011rp,none,False,,,,,,,,
icefog72/Ice0.34b-14.11-RP,7.242,2024-11-14,cc-by-nc-4.0,🤝 base merges and moerges,21.6818,47.6209,30.8064,6.49547,7.94183,13.6154,23.6111,2024-11-14,False,True,icefog72ice034b1411rp,none,False,,,,,,,,
icefog72/Ice0.34n-14.11-RP,7.242,2024-11-14,cc-by-nc-4.0,🤝 base merges and moerges,21.8784,47.8657,31.2063,7.25076,8.50112,12.8448,23.6019,2024-11-14,False,True,icefog72ice034n1411rp,none,False,,,,,,,,
icefog72/Ice0.37-18.11-RP,7.242,2024-11-18,cc-by-nc-4.0,🤝 base merges and moerges,21.9139,49.7216,31.0429,6.41994,8.2774,12.2076,23.8143,2024-11-18,False,True,icefog72ice0371811rp,none,False,,,,,,,,
icefog72/Ice0.38-19.11-RP,7.242,2024-11-19,,🤝 base merges and moerges,20.8138,44.0338,31.3306,5.5136,7.27069,12.9565,23.7773,2024-11-19,False,False,icefog72ice0381911rp,none,False,,,,,,,,
icefog72/Ice0.39-19.11-RP,7.242,2024-11-20,,🤝 base merges and moerges,21.3388,47.5659,31.2636,4.98489,8.05369,12.5349,23.6296,2024-11-20,False,False,icefog72ice0391911rp,none,False,,,,,,,,
icefog72/Ice0.40-20.11-RP,7.242,2024-11-21,cc-by-nc-4.0,🤝 base merges and moerges,21.7927,47.6259,31.5052,6.41994,7.60626,14.2742,23.3248,2024-11-21,False,True,icefog72ice0402011rp,none,False,,,,,,,,
icefog72/Ice0.41-22.11-RP,7.242,2024-11-22,cc-by-nc-4.0,🤝 base merges and moerges,19.0352,46.2045,25.4128,3.09668,4.9217,16.5974,17.978,2024-11-22,False,True,icefog72ice0412211rp,none,False,,,,,,,,
icefog72/Ice0.50-16.01-RP,7.242,2025-01-16,,🤝 base merges and moerges,20.1629,43.849,30.0304,4.68278,6.59955,12.8232,22.9924,2025-01-16,False,False,icefog72ice0501601rp,none,False,,,,,,,,
icefog72/Ice0.50.1-16.01-RP,7.242,2025-01-16,,🤝 base merges and moerges,21.6452,48.2903,31.5663,6.11782,7.94183,12.2604,23.6942,2025-01-16,False,False,icefog72ice05011601rp,none,False,,,,,,,,
